hotel,QUANTIFIER,aspect,count,mean,median,std,min,max
continental,FM,Atendimento da equipe,250,0.04351590920545838,0.0420608598063949,0.02925341097676312,0.0,0.1292354469554433
continental,FM,Quarto,250,0.08014276117932603,0.06560801512775595,0.06510755552650382,0.0,0.3711976197829161
continental,GPAC,Atendimento da equipe,250,0.05095336094908054,0.04322774021716305,0.08786372194429638,0.0,0.9850746268656716
continental,GPAC,Quarto,250,0.04635626953030436,0.034388311211714054,0.038839289369272154,0.0,0.1848179722268275
continental,HDy,Atendimento da equipe,250,0.043038111483399304,0.037895217788608,0.0339755007413517,0.0,0.1791227535790435
continental,HDy,Quarto,250,0.04358229763815635,0.033950928686081155,0.0369420049408845,0.0,0.1719238706718643
continental,MAX,Atendimento da equipe,250,0.03696263902758021,0.0309670457304907,0.027075278464634332,0.0,0.0960603186310775
continental,MAX,Quarto,250,0.04963612682115609,0.03867911302731965,0.04202397554252281,0.0,0.2405105611253795
continental,MS,Atendimento da equipe,250,0.046856033513710725,0.04401328528851765,0.03302389923640226,0.0,0.1363929529442976
continental,MS,Quarto,250,0.05131561532817379,0.0403278978183476,0.0405993764152982,0.0,0.2372218944132046
continental,MS2,Atendimento da equipe,250,0.047012929803164655,0.04058965217134125,0.03265029613126964,0.0,0.132996702190572
continental,MS2,Quarto,250,0.05719693304556644,0.0437775419163598,0.05258626857098135,0.0,0.3477235584426106
continental,PACC,Atendimento da equipe,250,0.052381203958318086,0.040666750605618196,0.04021166703878185,0.0,0.1526423579207866
continental,PACC,Quarto,250,0.067013809672028,0.0594078299355976,0.05128215328172779,0.0,0.2459657526702893
continental,PCC,Atendimento da equipe,250,0.05485686412522827,0.048843663207688,0.037414005009266914,0.0002752175232409,0.1649916231063052
continental,PCC,Quarto,250,0.11515531316129149,0.11047257395780011,0.0728891761533237,0.0013046028911818,0.3169196697950469
continental,PWK,Atendimento da equipe,250,0.030159244593359672,0.012062138288150951,0.08649609355128232,0.0,0.5
continental,PWK,Quarto,250,0.07881554179724318,0.0658839715661545,0.05522051509649634,0.0015134143545058,0.2517312542994725
continental,SMM,Atendimento da equipe,250,0.051924232704795334,0.043542325303642104,0.039187681709140935,0.0,0.1660046843134235
continental,SMM,Quarto,250,0.06482054184847402,0.053019286777066604,0.05107016860864485,0.0,0.2357171015625972
continental,SORD,Atendimento da equipe,250,0.04464519037465731,0.040307645446238244,0.03050007578357865,0.0,0.1411270179713676
continental,SORD,Quarto,250,0.051613483146067354,0.0459069020866772,0.039342970978056904,0.0,0.1818115111213024
continental,T50,Atendimento da equipe,250,0.11926460035423787,0.0858925328008484,0.10254801610349312,0.0,0.4286112897342464
continental,T50,Quarto,250,0.133835380736747,0.12129872502577345,0.09860386344105221,0.0,0.464113735381793
continental,X_method,Atendimento da equipe,250,0.04641389874568368,0.04020712762717025,0.03508974573660795,0.0,0.238556913506282
continental,X_method,Quarto,250,0.05632432075407958,0.04857965218807205,0.04378472171257902,0.0,0.3098302618635566
foz_plaza,ACC,Atendimento da equipe,250,0.05046122232810469,0.0401785714285714,0.03865482530421729,0.0,0.1990745755561384
foz_plaza,ACC,Quarto,250,0.022322472297935513,0.01971669775344545,0.019634103563337564,0.0,0.1772663513023884
foz_plaza,ACC,Áreas comuns,250,0.08806536986331577,0.0799320051705664,0.06495217876100152,0.0,0.2856655843932463
foz_plaza,CC,Atendimento da equipe,250,0.05589530097330521,0.0493589959568733,0.040994687541150675,0.0008035714285713,0.195267857142857
foz_plaza,CC,Quarto,250,0.03323310402224677,0.02707617700545565,0.02690341529692753,0.0,0.1939785815316224
foz_plaza,CC,Áreas comuns,250,0.0757473557478851,0.06928584088722335,0.056550065263532255,0.0011811176083336,0.3183111954459202
foz_plaza,DyS,Atendimento da equipe,250,0.027542772968227082,0.020389404017707148,0.024686815036555523,4.38562628905818e-05,0.1551504094235808
foz_plaza,DyS,Quarto,250,0.019265918512143952,0.01520048662325355,0.018638558892023527,4.411128123523291e-05,0.0990258628431884
foz_plaza,DyS,Áreas comuns,250,0.053260282742956654,0.04323718347641595,0.045982846943763686,4.3833807046823534e-05,0.3521187140196171
foz_plaza,EMQ,Atendimento da equipe,250,0.02999328207417389,0.023437973154677598,0.024649607283115396,5.3050381795816115e-11,0.1536286459341438
foz_plaza,EMQ,Quarto,250,0.03583179767256756,0.02941563316700775,0.03059528743355962,1.7566149056180702e-11,0.1675298565231621
foz_plaza,EMQ,Áreas comuns,250,0.07879676000291255,0.0672937178803431,0.058047181279712694,1.195657997957178e-09,0.3413372651362364
foz_plaza,FM,Atendimento da equipe,250,0.04037646369035031,0.03296066953838485,0.03252607562647297,0.0,0.1406249999999999
foz_plaza,FM,Quarto,250,0.026870998278011426,0.020410094108465053,0.021674268903470968,0.0,0.0975547354210039
foz_plaza,FM,Áreas comuns,250,0.06882502641229274,0.0602369980250164,0.04964817191686337,0.0,0.2566777828273057
foz_plaza,GPAC,Atendimento da equipe,250,0.05029653244817036,0.0401785714285714,0.03987854722007044,0.0,0.16419591975189
foz_plaza,GPAC,Quarto,250,0.05326885256208597,0.01853091464305935,0.16980167555093548,0.0,0.99009900990099
foz_plaza,GPAC,Áreas comuns,250,0.08468545000644649,0.0743965262541892,0.06232262181793467,0.0,0.2648746169501043
foz_plaza,HDy,Atendimento da equipe,250,0.03521249999999997,0.0308872767857143,0.026172043303271116,0.0,0.1376116071428571
foz_plaza,HDy,Quarto,250,0.07111133562335824,0.06481107294402916,0.049348523025295944,0.0,0.2402505556678117
foz_plaza,HDy,Áreas comuns,250,0.03828302172481892,0.031122448979591752,0.029335601279198178,0.0,0.1360352205398289
foz_plaza,MAX,Atendimento da equipe,250,0.03904160533390506,0.0289793496944232,0.03284818828246293,0.0,0.1564514896867837
foz_plaza,MAX,Quarto,250,0.023853539091559725,0.0189774282825173,0.021249094980246394,0.0,0.1375239564772803
foz_plaza,MAX,Áreas comuns,250,0.07340194514806474,0.0602369980250165,0.056816666678879926,0.0,0.3150559896702954
foz_plaza,MS,Atendimento da equipe,250,0.033592735169790514,0.02720837138848775,0.025449378160195723,0.0,0.1581381302521008
foz_plaza,MS,Quarto,250,0.026869784085740086,0.019275430492123602,0.028334352370017732,0.0,0.2141846837744997
foz_plaza,MS,Áreas comuns,250,0.07816255422864302,0.0669307589951848,0.056424413107984794,0.0,0.3212639894667545
foz_plaza,MS2,Atendimento da equipe,250,0.035529738309766946,0.027471811118648,0.030274674938323393,0.0,0.1806745365452489
foz_plaza,MS2,Quarto,250,0.026218218405695617,0.01796461075017905,0.028229365100215384,0.0,0.2296241528146917
foz_plaza,MS2,Áreas comuns,250,0.07710685525665298,0.07162152220885305,0.056794559091363654,0.0,0.2550153149921353
foz_plaza,PACC,Atendimento da equipe,250,0.03676133491766315,0.03130612418083145,0.028247927168098506,0.0,0.1494735758204904
foz_plaza,PACC,Quarto,250,0.03897647112637372,0.03309726478962095,0.029469067697831655,0.0,0.1476689918894969
foz_plaza,PACC,Áreas comuns,250,0.090640807043034,0.0803159973666885,0.0658031072289274,0.0,0.2788948328801301
foz_plaza,PCC,Atendimento da equipe,250,0.07306407494317714,0.06202274768805065,0.04947571590603478,0.0006966993794643,0.2144390656499999
foz_plaza,PCC,Quarto,250,0.086210323456242,0.08240478641505275,0.05344393623967937,8.745053546166393e-05,0.2309825655445543
foz_plaza,PCC,Áreas comuns,250,0.10284778331532886,0.0995706570067552,0.0664059560454517,0.0007625813974616,0.2853074516010532
foz_plaza,PWK,Atendimento da equipe,250,0.05757533271112899,0.04701426963366815,0.04957360050894734,0.0,0.4999999999999999
foz_plaza,PWK,Quarto,250,0.04969853368276091,0.03067416682418725,0.08178320830704992,0.0004041220448575,0.5
foz_plaza,PWK,Áreas comuns,250,0.08065466825382117,0.07331169527075646,0.05594286835325111,0.0009874917709018,0.2712999678491051
foz_plaza,SMM,Atendimento da equipe,250,0.03743353065416789,0.033193537201762394,0.029267267030951383,0.0,0.1266227065830289
foz_plaza,SMM,Quarto,250,0.036857327316558684,0.03328976563254135,0.02678605398121193,0.0,0.1438145995576635
foz_plaza,SMM,Áreas comuns,250,0.09001473419449665,0.0803159973666885,0.06858169018627393,0.0,0.3153347572876605
foz_plaza,SORD,Atendimento da equipe,250,0.03305973214285711,0.02943080357142855,0.026528439605788344,0.0,0.1512723214285715
foz_plaza,SORD,Quarto,250,0.02523095574863604,0.0179834309961608,0.02360873287029914,0.0,0.1305314204889877
foz_plaza,SORD,Áreas comuns,250,0.0793787096774193,0.07288676761026991,0.053975063439481955,0.0,0.2728736010533246
foz_plaza,T50,Atendimento da equipe,250,0.10359611464710991,0.0866016888101723,0.08226969592240245,0.0,0.4620535714285714
foz_plaza,T50,Quarto,250,0.07558034153787654,0.05922639957881865,0.06483768108225811,0.0,0.3407595800518583
foz_plaza,T50,Áreas comuns,250,0.16073585819507613,0.140552995391705,0.11312646189218292,0.0,0.4818959842001316
foz_plaza,X_method,Atendimento da equipe,250,0.04205610948320009,0.0355354727898098,0.031926230044329824,0.0,0.1833088723609278
foz_plaza,X_method,Quarto,250,0.02393786561516229,0.0187096186835985,0.020933512962747876,0.0,0.1104473173539918
foz_plaza,X_method,Áreas comuns,250,0.10051585176097662,0.09835021637249941,0.06963196641029798,0.0,0.3327742438664391
nadai,ACC,Atendimento da equipe,250,0.04640894710915782,0.0436400170540877,0.02957461540100297,0.0,0.139086440502549
nadai,ACC,Café da manhã,250,0.06239784727310996,0.04998557373370305,0.04900316010412715,0.0,0.280874182713713
nadai,ACC,Quarto,250,0.029799848574483707,0.02750706161729775,0.023609253800180793,0.0,0.129731783527059
nadai,ACC,Áreas comuns,250,0.08895619043076768,0.06916631931641459,0.0724328620289667,0.0,0.5069547669814194
nadai,CC,Atendimento da equipe,250,0.025981945209569934,0.0192845280711096,0.024310342507454147,0.0,0.1399901203955716
nadai,CC,Café da manhã,250,0.09142263640872038,0.07833594976452116,0.06824488736098884,0.0005910056330224,0.3853356727306306
nadai,CC,Quarto,250,0.025835410573678236,0.01912260967379075,0.021293678741438303,1.1102230246251563e-16,0.1174353205849267
nadai,CC,Áreas comuns,250,0.10641507146988342,0.09008418367346929,0.07679259804844397,0.0005102040816326,0.3538877551020407
nadai,DyS,Atendimento da equipe,250,0.024687889702968577,0.020239488101457148,0.018143598204893165,4.409777778183492e-05,0.08967649289243
nadai,DyS,Café da manhã,250,0.03808851555377358,0.033730015038973604,0.02963025113833035,1.5602893754601554e-05,0.1640958894051925
nadai,DyS,Quarto,250,0.021576122784504215,0.01665364136662835,0.019196053789719374,3.862502692129899e-05,0.1145294850653721
nadai,DyS,Áreas comuns,250,0.04398501323439743,0.0345495398320919,0.03618214774667952,4.399548912216228e-05,0.1906807042465235
nadai,EMQ,Atendimento da equipe,250,0.04278483265255532,0.040399663524117405,0.028986280680730787,2.7929047963226594e-16,0.1448762582379977
nadai,EMQ,Café da manhã,250,0.04899940034066249,0.040748037971837944,0.041334253688189826,2.868975467352347e-09,0.2181207640646292
nadai,EMQ,Quarto,250,0.06638834049355788,0.060731057484162354,0.04838471053573716,8.280508041400012e-10,0.2387160094289614
nadai,EMQ,Áreas comuns,250,0.06167323257089848,0.046659474079841404,0.05241462651138048,2.853245063562902e-07,0.2832041217142085
nadai,FM,Atendimento da equipe,250,0.028104540301395545,0.02371194293849895,0.020796199633083396,0.0,0.1274501130845376
nadai,FM,Café da manhã,250,0.042805482218075376,0.03196095064423615,0.039627789661231996,0.0,0.2308684287672252
nadai,FM,Quarto,250,0.029130969976093733,0.02223312105416335,0.024332933457046246,0.0,0.2035065056642867
nadai,FM,Áreas comuns,250,0.10018204892420625,0.08783011726233556,0.0778786481115785,0.0,0.426342485151023
nadai,GPAC,Atendimento da equipe,250,0.047845207973287354,0.0403998334027489,0.06546585724249121,0.0,0.9695960016659726
nadai,GPAC,Café da manhã,250,0.059654901976912596,0.05131912500394135,0.04806929007426744,0.0,0.2411302982731554
nadai,GPAC,Quarto,250,0.03238487322418028,0.0235950506186726,0.06532911056045247,0.0,0.9921259842519684
nadai,GPAC,Áreas comuns,250,0.1007628708418166,0.08910219311605234,0.08709225737669749,0.0,0.9673469387755104
nadai,HDy,Atendimento da equipe,250,0.026708329862557233,0.024189400249895902,0.019116604253084604,0.0,0.0951416076634735
nadai,HDy,Café da manhã,250,0.039160766091051735,0.03240188383045515,0.027514210585032246,0.0,0.1525149136577708
nadai,HDy,Quarto,250,0.040859392575927994,0.03194038245219345,0.03523699098388539,0.0,0.2309223847019124
nadai,HDy,Áreas comuns,250,0.033080040816326504,0.0245363520408163,0.029107470123593864,0.0,0.1927640306122449
nadai,MAX,Atendimento da equipe,250,0.0216001273686532,0.0201266313979928,0.016056323666738065,0.0,0.111679268428683
nadai,MAX,Café da manhã,250,0.042261664971889344,0.0353193025461932,0.03309279930176279,0.0,0.1443472158094006
nadai,MAX,Quarto,250,0.023695332325646756,0.01803590762092225,0.021245627786059727,0.0,0.1386287260967379
nadai,MAX,Áreas comuns,250,0.07839788355629328,0.06243970315398881,0.060225503883044866,0.0,0.3586087784396053
nadai,MS,Atendimento da equipe,250,0.02909779007190632,0.024656448866141198,0.020734695255403418,0.0,0.1017020552168741
nadai,MS,Café da manhã,250,0.04122759565182951,0.030674276120704648,0.03853731793257984,0.0,0.2458164939704342
nadai,MS,Quarto,250,0.024995315668056163,0.0202474690663667,0.02260161631839001,0.0,0.1241011789486081
nadai,MS,Áreas comuns,250,0.05764802950565704,0.042413354815610455,0.05576705888125411,0.0,0.4089287387085981
nadai,MS2,Atendimento da equipe,250,0.029025934768418766,0.024083739067929648,0.021826421312960833,0.0,0.1059554870300496
nadai,MS2,Café da manhã,250,0.038409262651999655,0.031585466871669,0.03277208900935188,0.0,0.2011508948194661
nadai,MS2,Quarto,250,0.025867416112781164,0.020312624037840753,0.021904881522953553,0.0,0.1386852106822665
nadai,MS2,Áreas comuns,250,0.05337559498360058,0.0404869783734389,0.04648315477924922,0.0,0.2916687266455878
nadai,PACC,Atendimento da equipe,250,0.030754902331502902,0.02626480833950465,0.02214462696230186,0.0,0.0967829308620701
nadai,PACC,Café da manhã,250,0.04973828711678477,0.04003709155099375,0.040362127029018965,0.0,0.1960680022171187
nadai,PACC,Quarto,250,0.02871644443962996,0.025204090472290802,0.021935951337938235,0.0,0.1320880219157646
nadai,PACC,Áreas comuns,250,0.06466129895823419,0.0554158238682756,0.046250879756749214,0.0,0.2457082848064956
nadai,PCC,Atendimento da equipe,250,0.05364567623143696,0.0493489225722981,0.03330832790291538,4.396723403585212e-05,0.1438244467679165
nadai,PCC,Café da manhã,250,0.0948994669378413,0.08004254847119299,0.06536542105776423,0.0003093304725158,0.2659726059076923
nadai,PCC,Quarto,250,0.09399449724689092,0.09544800216057364,0.05355800002659144,0.0005735538059618,0.2286361000467942
nadai,PCC,Áreas comuns,250,0.13091739687170054,0.1294047968472114,0.08396094023032234,0.0011742545387755,0.3455654356485202
nadai,PWK,Atendimento da equipe,250,0.03460221463974355,0.01730343559727605,0.0710485605910146,0.0002082465639316,0.5
nadai,PWK,Café da manhã,250,0.0979675406523137,0.09146359398460235,0.06752626113274303,0.001883830455259,0.29498273155416
nadai,PWK,Quarto,250,0.02923320584926878,0.02272215973003365,0.03692734680532396,0.0002024746906637,0.5
nadai,PWK,Áreas comuns,250,0.1084903911840039,0.0970447409733123,0.0774550716648719,0.0005303437164339,0.3418269230769231
nadai,SMM,Atendimento da equipe,250,0.03205872929386813,0.0302811516321788,0.02247482393743395,0.0,0.1369053202571697
nadai,SMM,Café da manhã,250,0.04610217689435931,0.03881679857454705,0.03466438686263524,0.0,0.1886866231773565
nadai,SMM,Quarto,250,0.030947709035525194,0.0243863343148858,0.027448983203720457,0.0,0.1599264162489658
nadai,SMM,Áreas comuns,250,0.06026723331191248,0.0530142648501117,0.04311562427595746,0.0,0.2279531926623844
nadai,SORD,Atendimento da equipe,250,0.03218573927530193,0.02747188671386925,0.022464266872727637,0.0,0.1205935027072053
nadai,SORD,Café da manhã,250,0.0441517613814756,0.03757613814756655,0.03476309350526387,0.0,0.2063673469387754
nadai,SORD,Quarto,250,0.023695208098987588,0.0202474690663667,0.01927029342339143,0.0,0.1226996625421822
nadai,SORD,Áreas comuns,250,0.05114605102040812,0.03939923469387755,0.046072258928231725,0.0,0.2950408163265305
nadai,T50,Atendimento da equipe,250,0.08532031209621753,0.07095565358485495,0.07177867702525026,0.0,0.4893603422039175
nadai,T50,Café da manhã,250,0.07030359577602598,0.0559637847866419,0.05626296928522522,0.0,0.2655648351648351
nadai,T50,Quarto,250,0.10431937768550369,0.08461203659554875,0.08438524124979892,0.0,0.3862601448516105
